disrict,client_id,client_catg,region,creation_date,transactions_count,consommation_level_1_mean,consommation_level_2_mean,consommation_level_3_mean,consommation_level_4_mean,tarif_type_max,reading_remarque_max,index_change_mean,diff_dates_median,anomaly_scores,anomaly
62,test_Client_10411,11,304,23/07/2016,1,600.0,300.0,30.0,0.0,11,9,1.0,3606.0,-0.05489381624080547,-1
60,test_Client_10412,51,101,10/11/2014,58,778.2586206896551,82.89655172413794,128.5,1268.8275862068965,40,9,-0.017241379310344827,0.0,-0.12874494096727873,-1
69,test_Client_10416,11,103,23/11/2012,18,950.0,641.5555555555555,793.8888888888889,360.27777777777777,11,9,0.05555555555555555,121.5,-0.021610710727717586,-1
60,test_Client_1042,51,101,02/10/2007,119,268.9075630252101,11898.42857142857,97.47899159663865,9382.36974789916,11,9,-0.01680672268907563,4.0,-0.20339905272330916,-1
62,test_Client_10434,12,371,27/11/2007,54,1145.4074074074074,0.0,0.0,0.0,14,9,-0.018518518518518517,0.0,-0.004782223336622926,-1
60,test_Client_10440,11,101,23/11/2009,2,1730.0,939.5,0.0,0.0,40,6,0.5,0.0,-0.09135533009721974,-1
69,test_Client_10458,11,107,27/06/2012,18,938.8888888888889,811.0,688.8888888888889,909.1111111111111,11,9,0.05555555555555555,120.5,-0.0448888070407919,-1
60,test_Client_10467,11,101,22/11/2004,31,1241.4193548387098,4557.709677419355,270.96774193548384,1071.774193548387,11,9,0.03225806451612903,122.0,-0.04606056480576237,-1
63,test_Client_10478,11,311,19/08/1998,1,801.0,0.0,0.0,0.0,11,6,1.0,0.0,-0.005053410672998582,-1
63,test_Client_10482,11,306,11/12/2015,2,2400.0,1200.0,2400.0,3903.5,11,9,0.5,147.5,-0.13672961215598534,-1
62,test_Client_10486,11,301,08/05/2012,1,1800.0,12667.0,0.0,0.0,11,9,1.0,0.0,-0.09467668094642856,-1
62,test_Client_10517,11,303,22/02/2018,2,0.0,0.0,0.0,0.0,40,6,0.0,1945.5,-0.02642226624454813,-1
60,test_Client_10539,11,101,22/12/2016,4,1365.75,500.0,536.5,263.25,11,9,0.25,180.0,-0.04586025651627945,-1
62,test_Client_10601,12,305,26/07/1988,4,13046.25,0.0,0.0,0.0,11,7,-0.25,60.5,-0.043882533003194224,-1
63,test_Client_10602,11,311,27/03/1990,1,0.0,0.0,0.0,0.0,15,6,0.0,1223.0,-0.014310331521067754,-1
60,test_Client_10610,12,101,12/12/2000,100,386.0,6167.68,110.0,4118.68,11,9,0.01,5.5,-0.12375194673160994,-1
69,test_Client_10628,11,107,05/05/2017,2,1068.5,0.0,0.0,0.0,10,9,0.5,1900.0,-0.038782424205990096,-1
63,test_Client_10635,11,311,06/05/1994,1,137.0,0.0,0.0,0.0,11,6,1.0,0.0,-0.0007071459439248473,-1
69,test_Client_10642,11,107,11/07/1979,1,73.0,0.0,0.0,0.0,11,6,1.0,0.0,-0.023537091272720634,-1
62,test_Client_10647,51,301,14/06/2011,7,171.42857142857142,5449.0,0.0,0.0,11,6,0.14285714285714285,2.0,-0.11484126508679338,-1
69,test_Client_10679,11,105,25/10/1993,3,2766.6666666666665,0.0,0.0,0.0,11,6,0.3333333333333333,146.0,-0.04140517243996089,-1
69,test_Client_10697,11,104,12/05/1998,131,307.08396946564886,1418.6641221374045,63.31297709923664,419.23664122137404,40,9,0.007633587786259542,0.0,-0.05260872275479844,-1
60,test_Client_10702,11,101,09/02/2015,12,827.0,284.5833333333333,487.3333333333333,710.9166666666666,11,9,0.08333333333333333,146.0,-0.016500606113213023,-1
60,test_Client_10747,51,101,17/07/2009,180,785.9833333333333,616.9444444444445,72.22222222222223,951.45,45,9,-0.022222222222222223,0.0,-0.16141456244439312,-1
60,test_Client_10759,11,101,21/11/2006,2,1500.0,2034.0,0.0,0.0,11,6,0.5,123.0,-0.05460838194966244,-1
62,test_Client_10769,51,305,25/09/2002,24,783.6666666666666,1481.875,0.0,0.0,11,9,0.041666666666666664,78.0,-0.04984320861509439,-1
69,test_Client_10781,11,107,21/11/1981,1,255.0,0.0,0.0,0.0,11,6,1.0,0.0,-0.022311108051799478,-1
62,test_Client_10782,51,305,18/05/2011,82,247.5609756097561,596.9634146341464,163.0609756097561,744.2317073170732,11,9,0.012195121951219513,4.0,-0.1152213190780853,-1
69,test_Client_10786,11,103,24/04/2018,1,1200.0,600.0,838.0,0.0,11,8,1.0,0.0,-0.10556703865397565,-1
60,test_Client_10816,11,101,10/09/2007,2,900.0,6808.0,0.0,0.0,11,6,0.5,144.0,-0.06467554096527417,-1
62,test_Client_1083,11,301,28/03/2012,17,787.7647058823529,434.52941176470586,551.6470588235294,1275.1176470588234,11,9,0.058823529411764705,122.0,-0.02045725796353537,-1
69,test_Client_10837,11,104,22/04/2009,2,37.0,0.0,0.0,0.0,40,6,0.5,1023.0,-0.05181500136918693,-1
69,test_Client_10890,11,104,23/10/1989,3,1573.0,0.0,0.0,0.0,11,6,0.3333333333333333,126.0,-0.017582510476914837,-1
63,test_Client_10902,11,311,20/11/1997,1,1225.0,0.0,0.0,0.0,11,6,1.0,0.0,-0.023611240286598223,-1
60,test_Client_10908,11,101,23/04/1981,37,1099.2162162162163,1889.7837837837837,345.94594594594594,1022.1081081081081,11,9,-0.02702702702702703,121.0,-0.030323470017667442,-1
60,test_Client_10924,11,101,31/05/2012,24,1172.0416666666667,1045.9166666666667,424.8333333333333,857.3333333333334,40,9,0.041666666666666664,2.0,-0.07558338590069502,-1
69,test_Client_10929,11,103,22/11/2012,7,685.7142857142857,2011.0,257.14285714285717,956.2857142857143,11,9,0.14285714285714285,3.0,-0.0405440688535329,-1
69,test_Client_10930,11,104,28/05/2013,14,686.2142857142857,404.42857142857144,514.2857142857143,682.2857142857143,11,9,0.07142857142857142,122.0,-0.01408782637019479,-1
69,test_Client_10935,11,107,10/08/2007,2,745.5,0.0,0.0,0.0,40,6,0.5,0.0,-0.022905651413044903,-1
63,test_Client_10948,11,312,07/03/2019,2,215.0,100.0,130.5,0.0,11,9,0.5,1989.5,-0.008796660737947715,-1
60,test_Client_10973,51,101,13/06/2008,19,284.7368421052632,245.8421052631579,0.0,0.0,11,6,0.05263157894736842,4.0,-0.06628077146878142,-1
60,test_Client_10985,51,101,07/06/2004,69,605.2173913043479,1722.1159420289855,182.15942028985506,970.6231884057971,11,9,0.014492753623188406,27.0,-0.12191787301829238,-1
63,test_Client_10993,11,372,07/09/2013,5,880.0,440.0,880.0,2416.2,11,9,0.2,107.0,-0.09269772284519628,-1
60,test_Client_1100,11,101,30/06/2000,2,0.5,0.0,0.0,0.0,40,6,0.5,0.0,-0.007732088074746901,-1
60,test_Client_11017,11,101,07/12/2000,3,2613.0,0.0,0.0,0.0,11,6,0.3333333333333333,124.0,-0.013259191064329934,-1
69,test_Client_11025,11,107,04/07/2015,6,433.3333333333333,216.66666666666666,353.8333333333333,6549.0,11,9,0.16666666666666666,161.5,-0.059315990622653914,-1
60,test_Client_11037,11,101,19/12/2016,2,614.5,0.0,0.0,0.0,11,9,0.5,6184.0,-0.015862014264724,-1
63,test_Client_11067,11,311,30/11/2000,1,0.0,0.0,0.0,0.0,40,6,0.0,6340.0,-0.06479302037506063,-1
60,test_Client_11071,11,101,14/03/2016,9,822.2222222222222,411.1111111111111,780.2222222222222,492.77777777777777,11,9,0.1111111111111111,82.0,-0.025721216736414476,-1
62,test_Client_11075,11,302,08/11/1982,1,105.0,0.0,0.0,0.0,10,6,1.0,0.0,-0.002362671181748599,-1
69,test_Client_11090,51,107,15/12/2015,5,164.6,80.0,160.0,2985.0,11,9,0.2,114.0,-0.12748542598944002,-1
63,test_Client_11123,11,311,31/12/2006,1,1.0,0.0,0.0,0.0,11,6,1.0,0.0,-0.005969244686118147,-1
60,test_Client_11147,11,101,01/06/2012,1,0.0,0.0,0.0,0.0,40,8,0.0,5220.0,-0.02075076206495563,-1
60,test_Client_11186,11,101,08/07/2015,5,1200.0,508.2,559.8,0.0,11,8,0.2,239.0,-0.019252512347954,-1
69,test_Client_11205,11,103,23/10/1989,33,1087.3636363636363,838.1818181818181,315.1515151515151,790.939393939394,11,9,0.030303030303030304,120.0,-0.012369101857901521,-1
62,test_Client_11208,11,302,30/01/2008,33,1030.3030303030303,13680.39393939394,412.1212121212121,11025.848484848484,11,9,0.030303030303030304,96.0,-0.11175383922248905,-1
60,test_Client_11213,51,101,29/12/2006,197,178.8020304568528,378.5482233502538,63.95939086294416,234.76142131979697,40,9,0.005076142131979695,0.0,-0.13792551226428806,-1
69,test_Client_11217,11,107,11/04/2014,15,537.4,266.6666666666667,533.3333333333334,838.8,11,9,0.06666666666666667,109.0,-0.021160761305338727,-1
69,test_Client_11244,11,103,15/03/2011,31,338.7096774193548,1726.5806451612902,193.5483870967742,948.483870967742,11,9,0.03225806451612903,26.0,-0.007522579041606914,-1
60,test_Client_11251,11,101,13/03/2015,22,1470.1363636363637,175.0,292.1363636363636,70.5909090909091,40,9,0.045454545454545456,0.0,-0.004977481141783646,-1
69,test_Client_11267,11,103,24/09/2017,1,5.0,0.0,0.0,0.0,11,9,1.0,7169.0,-0.07202240420700157,-1
62,test_Client_11275,51,309,30/04/1985,412,640.8009708737864,204.75,30.62135922330097,15.492718446601941,45,9,0.0024271844660194173,0.0,-0.09490540069982822,-1
69,test_Client_11291,11,107,11/07/1979,3,200.0,333.3333333333333,0.0,0.0,10,6,0.3333333333333333,27.0,-0.00324010173887912,-1
60,test_Client_11292,11,101,23/07/2013,16,347.4375,162.5,282.75,1099.125,40,9,0.0625,52.5,-0.021797860106153477,-1
69,test_Client_11309,11,104,28/09/2017,3,764.3333333333334,285.6666666666667,400.0,4487.0,11,9,0.3333333333333333,38.0,-0.07445452057334179,-1
60,test_Client_11310,11,101,21/11/2002,1,5.0,49540.0,0.0,0.0,11,6,1.0,0.0,-0.10432791066294289,-1
60,test_Client_11328,51,101,28/12/2009,28,427.07142857142856,332.67857142857144,207.14285714285714,2412.1428571428573,11,9,0.03571428571428571,37.5,-0.12738271132826118,-1
69,test_Client_11334,11,104,10/03/2009,2,744.0,0.0,0.0,0.0,40,6,0.5,0.0,-0.014076029654862654,-1
69,test_Client_11376,11,107,08/01/2010,3,12.0,0.0,0.0,0.0,40,6,0.3333333333333333,0.0,-0.005616983450381086,-1
69,test_Client_11402,11,104,03/03/2015,3,533.3333333333334,266.6666666666667,533.3333333333334,1319.0,11,9,0.3333333333333333,96.0,-0.06893103866522143,-1
63,test_Client_11409,11,312,14/11/2001,1,2466.0,0.0,0.0,0.0,11,6,1.0,0.0,-0.04730835537510736,-1
69,test_Client_11411,11,107,24/06/2013,11,454.54545454545456,227.27272727272728,441.54545454545456,4432.909090909091,11,9,0.09090909090909091,84.0,-0.052465674824967556,-1
60,test_Client_11414,11,101,04/03/1982,1,50.0,0.0,0.0,0.0,10,6,1.0,0.0,-0.014864427455520302,-1
60,test_Client_11417,51,101,25/12/2005,110,353.2818181818182,927.7545454545455,120.0,455.8454545454546,11,9,0.00909090909090909,5.0,-0.13071345966556513,-1
69,test_Client_11492,11,107,11/07/2017,4,450.0,225.0,450.0,550.25,11,9,0.25,228.5,-0.031239931340048765,-1
60,test_Client_1150,11,101,17/02/1986,1,1000.0,0.0,0.0,0.0,11,6,1.0,0.0,-0.0066199546172434065,-1
63,test_Client_11501,51,312,27/10/2009,113,1715.4601769911505,7916.513274336283,0.0,0.0,45,9,0.008849557522123894,3.0,-0.18943650168620052,-1
60,test_Client_11505,51,101,04/02/2010,144,2136.5625,347.2708333333333,95.83333333333333,426.81944444444446,45,9,0.006944444444444444,0.0,-0.1643930443453172,-1
69,test_Client_11514,11,104,06/03/1986,1,788.0,0.0,0.0,0.0,11,6,1.0,0.0,-0.014865910408680016,-1
62,test_Client_11522,11,301,13/05/2014,4,1000.0,500.0,1000.0,1817.75,11,9,0.25,181.5,-0.07500369476356439,-1
63,test_Client_11526,11,101,13/09/2006,4,150.0,448.75,0.0,0.0,40,6,0.25,11.0,-0.010689878372071582,-1
69,test_Client_11562,11,103,07/04/2008,2,31.0,0.0,0.0,0.0,40,6,0.5,0.0,-0.011617671102491456,-1
62,test_Client_11570,11,304,29/09/2015,9,490.44444444444446,244.44444444444446,488.8888888888889,2949.222222222222,11,9,0.1111111111111111,122.0,-0.038901274895571714,-1
69,test_Client_11586,11,104,22/11/2013,2,800.0,300.0,600.0,1350.0,40,9,0.5,0.0,-0.12097153680992367,-1
62,test_Client_1161,11,303,19/02/2019,1,22.0,0.0,0.0,0.0,11,9,1.0,4382.0,-0.039305613102986525,-1
63,test_Client_11621,51,312,27/11/2010,115,1176.0260869565218,231.57391304347826,85.80869565217391,234.4608695652174,45,9,0.008695652173913044,2.0,-0.12190267486773665,-1
69,test_Client_11633,51,103,04/05/2018,5,379.2,160.0,274.6,121.0,11,9,0.2,4.0,-0.08669726960597013,-1
62,test_Client_11646,11,307,18/04/2018,1,400.0,200.0,400.0,637.0,11,9,1.0,144.0,-0.05032778279779504,-1
69,test_Client_11651,11,103,05/03/2018,6,869.5,266.6666666666667,499.3333333333333,266.8333333333333,40,9,0.16666666666666666,0.0,-0.0492550294924734,-1
62,test_Client_11655,11,302,26/03/1986,3,2850.0,0.0,0.0,0.0,11,6,0.3333333333333333,119.0,-0.0011170456919223914,-1
69,test_Client_11687,11,104,11/03/1993,4,1845.25,0.0,0.0,0.0,40,6,0.25,0.0,-0.03139412565765953,-1
69,test_Client_11740,11,106,18/10/1979,1,157.0,0.0,0.0,0.0,40,6,1.0,0.0,-0.03973210430429308,-1
60,test_Client_11767,11,101,26/07/1999,27,1459.2592592592594,1677.851851851852,503.7037037037037,709.7407407407408,11,9,0.037037037037037035,120.0,-0.05294499483550541,-1
62,test_Client_1177,11,305,17/02/2010,1,4126.0,0.0,0.0,0.0,11,6,1.0,0.0,-0.04774776963116978,-1
60,test_Client_11783,11,101,07/06/2013,26,650.9615384615385,415.2692307692308,359.96153846153845,913.2692307692307,40,9,0.038461538461538464,0.0,-0.0249880833675169,-1
69,test_Client_11791,11,103,22/08/2008,2,3.5,0.0,0.0,0.0,40,6,0.5,0.0,-0.0124307785372465,-1
63,test_Client_11794,51,101,30/11/2011,108,896.8425925925926,155.75,132.5185185185185,239.15740740740742,40,9,0.009259259259259259,1.0,-0.11212481233542149,-1
62,test_Client_11857,11,303,21/10/2002,1,200.0,149.0,0.0,0.0,10,6,1.0,0.0,-0.01795936505297291,-1
60,test_Client_11858,11,101,19/11/2015,1,0.0,0.0,0.0,0.0,10,8,0.0,5205.0,-0.03407560967696022,-1
69,test_Client_11861,11,103,02/11/2017,4,750.0,375.0,734.5,706.0,11,9,0.25,59.0,-0.06341096108048361,-1
60,test_Client_11863,11,101,15/12/1995,7,1457.5714285714287,0.0,0.0,0.0,11,6,0.14285714285714285,293.0,-0.009335831077077805,-1
60,test_Client_11864,51,101,26/02/2019,2,300.0,150.0,132.0,117.5,11,9,0.5,1509.5,-0.1233203818385682,-1
63,test_Client_11872,51,312,09/05/1985,211,1258.1042654028436,433.65876777251185,58.60663507109005,117.5781990521327,45,9,0.004739336492890996,1.0,-0.14251136458070757,-1
69,test_Client_11946,11,103,22/04/2019,2,596.5,250.0,500.0,306.5,40,9,0.5,0.0,-0.08061006312462471,-1
69,test_Client_11964,11,107,16/12/2015,14,276.2142857142857,121.42857142857143,229.0,848.8571428571429,40,9,0.07142857142857142,32.5,-0.01598201410419353,-1
60,test_Client_11966,11,101,29/06/2012,26,565.5384615384615,586.5769230769231,304.6923076923077,900.6538461538462,40,9,0.038461538461538464,0.0,-0.020321848984467983,-1
69,test_Client_11978,11,104,06/01/2011,1,120.0,0.0,0.0,0.0,11,6,1.0,0.0,-0.011461900916303724,-1
62,test_Client_11979,11,305,23/04/2018,1,365.0,0.0,0.0,0.0,11,8,1.0,3129.0,-0.04538717370093115,-1
63,test_Client_11984,12,311,25/12/2000,1,14456.0,0.0,0.0,0.0,11,6,1.0,0.0,-0.09851201431709278,-1
69,test_Client_1200,11,103,15/12/2018,2,501.0,91.5,0.0,0.0,11,9,0.5,3884.5,-0.03240395417152209,-1
69,test_Client_12013,11,103,08/07/1978,1,809.0,0.0,0.0,0.0,11,7,1.0,0.0,-0.0032435102188554943,-1
69,test_Client_12060,51,104,25/12/1986,62,1112.258064516129,369.01612903225805,193.5483870967742,737.5967741935484,40,9,0.016129032258064516,14.5,-0.12066405935701618,-1
60,test_Client_12077,11,101,28/12/2015,2,2649.0,0.0,0.0,0.0,11,8,0.5,424.0,-0.0020896214348671283,-1
69,test_Client_12092,11,104,19/09/2008,6,2707.1666666666665,746.6666666666666,438.6666666666667,811.1666666666666,11,9,0.16666666666666666,363.0,-0.097243553213617,-1
62,test_Client_12117,11,304,02/01/2012,7,380.85714285714283,171.42857142857142,342.85714285714283,286.2857142857143,40,9,0.14285714285714285,0.0,-0.019638277226086576,-1
69,test_Client_12125,11,103,26/06/2008,2,45.0,0.0,0.0,0.0,40,6,0.5,0.0,-0.011617671102491456,-1
62,test_Client_12144,11,309,02/05/1997,2,220.5,0.0,0.0,0.0,40,8,0.5,612.0,-0.002148331178724039,-1
69,test_Client_12163,11,104,05/07/2018,1,2.0,0.0,0.0,0.0,11,9,1.0,1910.0,-0.03955188375147778,-1
69,test_Client_12178,11,107,02/11/2017,2,793.0,0.0,0.0,0.0,11,9,0.5,1507.5,-0.0086679086312077,-1
69,test_Client_12181,11,103,22/11/1982,1,214.0,0.0,0.0,0.0,10,6,1.0,0.0,-0.02539402752533526,-1
60,test_Client_12197,11,101,28/09/1995,3,2292.6666666666665,0.0,0.0,0.0,11,6,0.3333333333333333,20.0,-0.004344796644184301,-1
62,test_Client_12247,51,304,17/03/2017,2,204.0,52.5,0.0,0.0,40,9,0.5,0.0,-0.0794581769463979,-1
69,test_Client_12248,11,104,26/11/1987,2,2418.0,0.0,0.0,0.0,40,6,0.5,0.0,-0.05107994271819638,-1
62,test_Client_12271,11,301,28/12/2009,28,978.5714285714286,1319.8214285714287,460.0357142857143,617.5357142857143,11,9,-0.03571428571428571,123.0,-0.02372026315514797,-1
69,test_Client_12303,51,103,08/10/2018,7,85.71428571428571,42.857142857142854,85.71428571428571,249.57142857142858,11,9,0.14285714285714285,4.0,-0.06983916857711014,-1
63,test_Client_12306,11,311,28/05/2002,2,3997.5,0.0,0.0,0.0,11,6,0.5,102.0,-0.016690340882457133,-1
69,test_Client_12338,11,103,18/04/2014,13,839.8461538461538,400.0,789.1538461538462,1167.3846153846155,11,9,0.07692307692307693,116.0,-0.057596311290851854,-1
69,test_Client_12343,11,103,11/08/2009,30,980.0,1222.0,480.0,600.5666666666667,11,9,0.03333333333333333,121.5,-0.019146922469347905,-1
60,test_Client_12344,12,101,12/07/1999,40,857.45,2581.425,240.725,2810.75,11,9,0.025,72.0,-0.06748699597565044,-1
62,test_Client_12346,51,304,02/12/2011,53,210.49056603773585,222.56603773584905,143.9056603773585,436.5660377358491,11,9,0.018867924528301886,6.0,-0.09178979161569023,-1
62,test_Client_12360,11,301,27/11/2017,1,400.0,200.0,400.0,1979.0,11,9,1.0,173.0,-0.08374400254578851,-1
69,test_Client_12373,51,104,14/06/2002,28,963.6071428571429,317.42857142857144,0.32142857142857145,0.0,11,9,0.03571428571428571,121.0,-0.03241052039333925,-1
60,test_Client_12384,11,101,28/11/2011,20,897.35,1024.35,520.0,1184.85,11,9,0.05,96.0,-0.033311662164919764,-1
63,test_Client_12394,11,311,13/06/1995,1,3064.0,0.0,0.0,0.0,11,6,1.0,0.0,-0.05043159665239427,-1
60,test_Client_12412,11,101,19/10/2018,3,648.0,99.0,133.33333333333334,3010.0,11,9,0.3333333333333333,124.0,-0.0075642346900844926,-1
69,test_Client_12427,11,104,29/12/2007,66,887.3939393939394,705.6363636363636,193.93939393939394,491.04545454545456,40,9,0.015151515151515152,0.0,-0.019016097381170605,-1
60,test_Client_12445,51,101,25/10/1999,27,300.0,2416.185185185185,0.0,0.0,11,6,0.037037037037037035,5.0,-0.1012216176146219,-1
62,test_Client_12451,11,371,16/04/2019,1,601.0,0.0,0.0,0.0,11,9,1.0,12003.0,-0.07023203961814406,-1
60,test_Client_12477,11,101,20/07/1988,2,300.0,903.0,0.0,0.0,10,6,0.5,63.0,-0.0026724996169500415,-1
63,test_Client_12589,51,312,20/09/2011,132,572.8484848484849,134.7348484848485,100.0,2316.0757575757575,40,9,0.007575757575757576,1.0,-0.1431936285767743,-1
69,test_Client_12592,11,104,19/11/1999,155,560.4774193548387,769.2451612903226,47.70967741935484,255.69677419354838,40,9,0.0064516129032258064,0.0,-0.02592865790403409,-1
69,test_Client_12594,11,104,09/06/2009,2,56.5,0.0,0.0,0.0,40,6,0.5,28.5,-0.019826855711563396,-1
69,test_Client_1261,51,104,14/02/2019,3,385.6666666666667,39.0,0.0,0.0,11,9,0.3333333333333333,1.0,-0.036807681859057695,-1
60,test_Client_1263,11,101,02/11/2017,1,0.0,0.0,0.0,0.0,40,6,0.0,3191.0,-0.06602768628693934,-1
69,test_Client_12655,11,104,27/06/2018,1,1.0,0.0,0.0,0.0,11,6,1.0,0.0,-0.013821700065417275,-1
69,test_Client_12669,11,104,29/03/2018,3,666.6666666666666,255.33333333333334,366.6666666666667,112.0,11,9,0.3333333333333333,15.0,-0.0071550577943829685,-1
63,test_Client_12679,11,306,19/07/2019,1,200.0,100.0,42.0,0.0,11,9,1.0,4866.0,-0.051609349062538334,-1
69,test_Client_12715,11,103,10/12/1979,1,200.0,244.0,0.0,0.0,10,6,1.0,0.0,-0.0439834020382025,-1
62,test_Client_12739,11,302,24/09/1999,2,0.5,0.0,0.0,0.0,40,6,0.5,0.0,-0.007025607244739218,-1
62,test_Client_1274,11,302,15/12/2014,2,828.0,0.0,0.0,0.0,11,8,0.5,3290.5,-0.020582025889028244,-1
62,test_Client_12768,51,301,20/06/2015,33,165.4848484848485,49.57575757575758,61.18181818181818,703.7878787878788,11,9,0.030303030303030304,3.0,-0.06934169231533749,-1
62,test_Client_12775,11,371,27/05/2011,66,0.0,0.0,0.0,0.0,14,6,0.0,0.0,-0.02295159736660357,-1
60,test_Client_12801,11,101,21/02/2017,4,1300.0,645.75,979.0,1668.25,11,9,0.25,308.0,-0.10319326585410105,-1
63,test_Client_12842,51,311,28/09/2009,92,255.43478260869566,1046.5217391304348,147.82608695652175,1802.5217391304348,11,9,0.010869565217391304,3.0,-0.14441669617509778,-1
60,test_Client_12850,11,101,26/12/2000,39,1008.8205128205128,3216.3333333333335,195.4102564102564,698.7948717948718,11,9,0.02564102564102564,117.0,-0.002248826939046933,-1
69,test_Client_1290,11,107,13/07/2011,2,45.0,0.0,0.0,0.0,40,6,0.5,0.0,-0.02160205802495241,-1
69,test_Client_12906,51,103,09/12/2015,1,400.0,200.0,400.0,5380.0,11,9,1.0,0.0,-0.19016301858457096,-1
69,test_Client_12924,11,104,04/11/2014,6,664.1666666666666,266.6666666666667,508.1666666666667,1083.0,11,9,0.16666666666666666,44.0,-0.05189477825872646,-1
69,test_Client_12944,11,103,11/10/2016,14,522.7142857142857,257.14285714285717,514.2857142857143,759.5,40,9,0.07142857142857142,0.0,-0.050125583011316865,-1
63,test_Client_12958,11,311,16/11/2018,1,800.0,400.0,69.0,0.0,11,9,1.0,1157.0,-0.05269108100662412,-1
62,test_Client_12977,12,305,17/12/2013,8,746.5,275.0,408.375,17838.875,11,9,0.125,242.5,-0.08849461501812983,-1
69,test_Client_12996,11,106,23/04/2019,2,468.0,200.0,400.0,174.5,40,9,0.5,9.5,-0.0576935839726791,-1
60,test_Client_13009,51,101,22/11/2016,4,855.5,400.0,800.0,12189.0,11,9,0.25,168.0,-0.19595956345490884,-1
